INT4700,FT04359,Resident,Medium,Waste Pattern,Unknown offender
INT4701,FT03563,Resident,Low,Vehicle,No Registration
INT4702,FT19461,Police partner,High,Similar dates,None
INT4703,FT18868,CCTV,Low,Waste Pattern,Blank
INT4704,FT18789,Waste contractor,High,Waste Pattern,Blank
INT4705,FT04966,CCTV,High,Similar dates,None
INT4706,FT02409,Resident,Low,Same Location,Blank
INT4707,FT12739,Enforcement officer,High,Similar dates,None
INT4708,FT13044,CCTV,Medium,Vehicle,None
INT4709,FT13149,Resident,Medium,Waste Pattern,Unknown offender
INT4710,FT01979,Council officer,Low,Same Location,Unknown offender
INT4711,FT07658,Council officer,High,Vehicle,None
INT4712,FT14593,Enforcement officer,Low,Waste Pattern,Blank
INT4713,FT02670,Anonymous report,Medium,Vehicle,No Registration
INT4714,FT18745,Waste contractor,Medium,Similar dates,None
INT4715,FT12144,Waste contractor,Medium,Similar dates,None
INT4716,FT16539,Waste contractor,Medium,Vehicle,None
INT4717,FT03892,Waste contractor,Low,Vehicle,None
INT4718,FT01061,Anonymous report,High,Similar dates,None
INT4719,FT16608,Enforcement officer,Low,Similar dates,None
INT4720,FT18965,Resident,Medium,Vehicle,No Registration
INT4721,FT10332,Enforcement officer,Low,Waste Pattern,Unknown offender
INT4722,FT19498,Resident,Low,Same Location,Unknown offender
INT4723,FT15253,Enforcement officer,High,Same Location,Unknown offender
INT4724,FT02160,CCTV,Low,Similar dates,None
INT4725,FT12618,Council officer,Low,Waste Pattern,Unknown offender
INT4726,FT00545,Waste contractor,Medium,Similar dates,None
INT4727,FT11900,Police partner,Medium,Vehicle,None
INT4728,FT19899,Council officer,High,Similar dates,None
INT4729,FT00251,Anonymous report,Medium,Similar dates,None
INT4730,FT12210,Enforcement officer,Medium,Similar dates,None
INT4731,FT12955,Anonymous report,Medium,Similar dates,None
INT4732,FT11436,Environmental monitoring,High,Waste Pattern,Unknown offender
INT4733,FT05980,Anonymous report,High,Same Location,Unknown offender
INT4734,FT05044,Police partner,Low,Same Location,Blank
INT4735,FT14285,Council officer,Medium,Waste Pattern,Unknown offender
INT4736,FT18606,Council officer,High,Similar dates,None
INT4737,FT03385,Police partner,High,Waste Pattern,Unknown offender
INT4738,FT00995,Anonymous report,Low,Same Location,Unknown offender
INT4739,FT03707,Environmental monitoring,High,Vehicle,No Registration
INT4740,FT08545,Resident,High,Similar dates,None
INT4741,FT00794,Waste contractor,Low,Similar dates,None
INT4742,FT16123,Anonymous report,High,Similar dates,None
INT4743,FT03107,Anonymous report,Medium,Similar dates,None
INT4744,FT05241,CCTV,Low,Waste Pattern,Unknown offender
INT4745,FT19351,Anonymous report,High,Similar dates,None
INT4746,FT05647,Environmental monitoring,Low,Same Location,Unknown offender
INT4747,FT17758,Waste contractor,Low,Similar dates,None
INT4748,FT13020,Police partner,Low,Vehicle,No Registration
INT4749,FT06903,Waste contractor,Low,Waste Pattern,Blank
INT4750,FT02082,Environmental monitoring,Medium,Similar dates,None
INT4751,FT13944,Environmental monitoring,High,Waste Pattern,Unknown offender
INT4752,FT10805,Resident,Low,Same Location,Unknown offender
INT4753,FT13385,CCTV,Low,Same Location,Blank
INT4754,FT03543,Waste contractor,High,Same Location,Unknown offender
INT4755,FT07026,Police partner,Medium,Waste Pattern,Blank
INT4756,FT04784,Environmental monitoring,Low,Similar dates,None
INT4757,FT13658,Council officer,High,Waste Pattern,Blank
INT4758,FT02642,Waste contractor,Medium,Vehicle,No Registration
INT4759,FT19749,Anonymous report,Low,Waste Pattern,Blank
INT4760,FT19430,Anonymous report,High,Similar dates,None
INT4761,FT17503,Council officer,Medium,Vehicle,No Registration
INT4762,FT11647,Waste contractor,Medium,Similar dates,None
INT4763,FT04142,CCTV,High,Waste Pattern,Blank
INT4764,FT03066,Enforcement officer,Medium,Same Location,Unknown offender
INT4765,FT00185,Police partner,Low,Similar dates,None
INT4766,FT18090,Enforcement officer,Medium,Similar dates,None
INT4767,FT08749,Resident,High,Vehicle,No Registration
INT4768,FT07438,CCTV,Low,Same Location,Blank
INT4769,FT13252,Enforcement officer,Low,Similar dates,None
INT4770,FT12741,Anonymous report,High,Waste Pattern,Blank
INT4771,FT13012,Police partner,Medium,Vehicle,None
INT4772,FT07020,Police partner,High,Similar dates,None
INT4773,FT12939,Anonymous report,High,Vehicle,None
INT4774,FT04175,Council officer,High,Vehicle,No Registration
INT4775,FT08160,Environmental monitoring,Low,Same Location,Blank
INT4776,FT19258,Council officer,Low,Waste Pattern,Blank
INT4777,FT14724,Waste contractor,Medium,Vehicle,No Registration
INT4778,FT10576,Waste contractor,Medium,Same Location,Blank
INT4779,FT18681,CCTV,High,Same Location,Blank
INT4780,FT08389,Council officer,Low,Same Location,Blank
INT4781,FT01527,Anonymous report,High,Similar dates,None
INT4782,FT13956,Council officer,Low,Vehicle,No Registration
INT4783,FT18649,Council officer,Medium,Same Location,Unknown offender
INT4784,FT15522,Enforcement officer,Medium,Waste Pattern,Blank
INT4785,FT10635,Anonymous report,High,Vehicle,None
INT4786,FT00442,Environmental monitoring,Medium,Vehicle,No Registration
INT4787,FT13156,Council officer,High,Waste Pattern,Unknown offender
INT4788,FT01900,Resident,High,Similar dates,None
INT4789,FT04827,Environmental monitoring,Low,Same Location,Blank
INT4790,FT07988,Anonymous report,High,Similar dates,None
INT4791,FT03916,Anonymous report,High,Waste Pattern,Blank
INT4792,FT19307,CCTV,High,Similar dates,None
INT4793,FT01382,Waste contractor,High,Similar dates,None
INT4794,FT04480,Environmental monitoring,Medium,Waste Pattern,Unknown offender
INT4795,FT06590,Council officer,Medium,Waste Pattern,Unknown offender
INT4796,FT14815,Anonymous report,High,Similar dates,None
INT4797,FT16362,Anonymous report,Low,Vehicle,None
INT4798,FT08245,Waste contractor,High,Vehicle,No Registration
INT4799,FT05562,Police partner,Low,Similar dates,None
INT4800,FT04516,Anonymous report,Medium,Same Location,Unknown offender
INT4801,FT09533,Enforcement officer,Medium,Similar dates,None
INT4802,FT02364,Resident,High,Similar dates,None
INT4803,FT13585,Anonymous report,Medium,Same Location,Unknown offender
INT4804,FT05990,Resident,Medium,Similar dates,None
INT4805,FT00141,Police partner,High,Same Location,Blank
INT4806,FT06818,Council officer,High,Same Location,Unknown offender
INT4807,FT15349,Enforcement officer,High,Same Location,Blank
INT4808,FT05631,Waste contractor,Low,Similar dates,None
INT4809,FT14913,Environmental monitoring,Medium,Similar dates,None
INT4810,FT01079,Resident,Medium,Same Location,Blank
INT4811,FT01827,Anonymous report,Medium,Waste Pattern,Blank
INT4812,FT03176,Council officer,Medium,Vehicle,None
INT4813,FT07811,Waste contractor,Medium,Similar dates,None
INT4814,FT14052,Police partner,Medium,Same Location,Blank
INT4815,FT09867,Resident,Low,Waste Pattern,Unknown offender
INT4816,FT11234,Waste contractor,High,Vehicle,No Registration
INT4817,FT07525,Waste contractor,Low,Vehicle,No Registration
INT4818,FT00732,Council officer,Low,Same Location,Unknown offender
INT4819,FT12202,Anonymous report,Medium,Waste Pattern,Unknown offender
INT4820,FT05391,Environmental monitoring,High,Waste Pattern,Unknown offender
INT4821,FT17299,CCTV,Medium,Similar dates,None
INT4822,FT02505,Police partner,Medium,Similar dates,None
INT4823,FT11906,Police partner,Low,Same Location,Blank
INT4824,FT05006,Enforcement officer,Low,Similar dates,None
INT4825,FT14367,Council officer,High,Waste Pattern,Blank
INT4826,FT13649,Environmental monitoring,Medium,Vehicle,No Registration
INT4827,FT11793,Anonymous report,Medium,Same Location,Unknown offender
INT4828,FT12508,Council officer,High,Same Location,Unknown offender
INT4829,FT16982,Anonymous report,High,Same Location,Blank
INT4830,FT14664,CCTV,High,Waste Pattern,Blank
INT4831,FT06728,Council officer,Low,Similar dates,None
INT4832,FT17554,Waste contractor,High,Waste Pattern,Blank
INT4833,FT04101,Police partner,Low,Waste Pattern,Unknown offender
INT4834,FT16657,Police partner,Medium,Same Location,Unknown offender
INT4835,FT10259,Police partner,Low,Same Location,Unknown offender
INT4836,FT03997,Waste contractor,Low,Same Location,Blank
INT4837,FT15568,CCTV,High,Similar dates,None
INT4838,FT06520,Environmental monitoring,Medium,Same Location,Blank
INT4839,FT10803,Police partner,High,Same Location,Blank
INT4840,FT02296,CCTV,Low,Similar dates,None
INT4841,FT03637,CCTV,High,Vehicle,No Registration
INT4842,FT14010,Waste contractor,Low,Waste Pattern,Blank
INT4843,FT03316,Waste contractor,Low,Similar dates,None
INT4844,FT03147,CCTV,Medium,Similar dates,None
INT4845,FT06453,Council officer,Medium,Vehicle,No Registration
INT4846,FT04583,Environmental monitoring,Low,Waste Pattern,Blank
INT4847,FT07614,CCTV,Medium,Similar dates,None
INT4848,FT18590,Police partner,Medium,Similar dates,None
INT4849,FT18600,CCTV,Medium,Waste Pattern,Unknown offender
INT4850,FT12151,Anonymous report,Low,Same Location,Blank
INT4851,FT19675,Resident,Medium,Similar dates,None
INT4852,FT11297,Police partner,Medium,Waste Pattern,Unknown offender
INT4853,FT04250,Council officer,High,Vehicle,No Registration
INT4854,FT07844,Environmental monitoring,High,Waste Pattern,Blank
INT4855,FT09217,Council officer,Low,Similar dates,None
INT4856,FT18758,Waste contractor,Low,Similar dates,None
INT4857,FT10270,Anonymous report,Medium,Vehicle,None
INT4858,FT02061,Waste contractor,High,Waste Pattern,Blank
INT4859,FT02902,Enforcement officer,High,Same Location,Unknown offender
INT4860,FT06508,Environmental monitoring,Low,Waste Pattern,Blank
INT4861,FT14727,Council officer,High,Similar dates,None
INT4862,FT13584,Council officer,High,Similar dates,None
INT4863,FT16365,CCTV,High,Similar dates,None
INT4864,FT14639,Police partner,High,Similar dates,None
INT4865,FT09747,Anonymous report,High,Similar dates,None
INT4866,FT15510,Enforcement officer,High,Same Location,Unknown offender
INT4867,FT13198,Anonymous report,High,Waste Pattern,Blank
INT4868,FT00244,Council officer,Medium,Same Location,Blank
INT4869,FT15545,Council officer,Medium,Vehicle,None
INT4870,FT19400,Council officer,Medium,Vehicle,None
INT4871,FT01499,Council officer,High,Same Location,Unknown offender
INT4872,FT10371,Council officer,Medium,Similar dates,None
INT4873,FT13918,Environmental monitoring,High,Vehicle,None
INT4874,FT01341,Waste contractor,Low,Waste Pattern,Unknown offender
INT4875,FT15898,Council officer,High,Vehicle,No Registration
INT4876,FT19190,Police partner,Medium,Waste Pattern,Blank
INT4877,FT19083,CCTV,High,Waste Pattern,Blank
INT4878,FT01830,Anonymous report,Low,Same Location,Blank
INT4879,FT14102,Anonymous report,High,Vehicle,None
INT4880,FT12334,Council officer,Medium,Waste Pattern,Unknown offender
INT4881,FT07323,Enforcement officer,Medium,Same Location,Blank
INT4882,FT01869,Police partner,Medium,Similar dates,None
INT4883,FT03934,Environmental monitoring,Low,Vehicle,None
INT4884,FT03271,Police partner,Low,Waste Pattern,Blank
INT4885,FT10920,Council officer,Medium,Waste Pattern,Blank
INT4886,FT00232,Waste contractor,Medium,Similar dates,None
INT4887,FT09509,Enforcement officer,Low,Vehicle,None
INT4888,FT06051,Anonymous report,Low,Same Location,Unknown offender
INT4889,FT01855,Council officer,Low,Waste Pattern,Blank
INT4890,FT09782,Anonymous report,Low,Similar dates,None
INT4891,FT15122,Anonymous report,Low,Vehicle,No Registration
INT4892,FT02637,Police partner,High,Similar dates,None
INT4893,FT09212,Environmental monitoring,Medium,Waste Pattern,Unknown offender
INT4894,FT19639,CCTV,Low,Similar dates,None
INT4895,FT06057,Environmental monitoring,Medium,Waste Pattern,Unknown offender
INT4896,FT12431,Environmental monitoring,Medium,Vehicle,No Registration
INT4897,FT08968,Environmental monitoring,Medium,Waste Pattern,Unknown offender
INT4898,FT15705,Resident,Medium,Waste Pattern,Unknown offender
INT4899,FT02502,Anonymous report,Medium,Waste Pattern,Unknown offender
INT4900,FT07970,Waste contractor,Low,Similar dates,None
INT4901,FT08626,Resident,High,Waste Pattern,Unknown offender
INT4902,FT13644,Police partner,Medium,Vehicle,None
INT4903,FT00162,Anonymous report,Medium,Similar dates,None
INT4904,FT13951,Anonymous report,High,Same Location,Blank
INT4905,FT12147,Environmental monitoring,High,Vehicle,None
INT4906,FT12782,Resident,Medium,Similar dates,None
INT4907,FT00598,Resident,Medium,Same Location,Blank
INT4908,FT12674,Enforcement officer,Medium,Same Location,Unknown offender
INT4909,FT14680,Waste contractor,Medium,Waste Pattern,Unknown offender
INT4910,FT10811,Enforcement officer,High,Same Location,Unknown offender
INT4911,FT04639,Council officer,High,Same Location,Unknown offender
INT4912,FT00794,Council officer,High,Waste Pattern,Unknown offender
INT4913,FT17350,Resident,Low,Vehicle,No Registration
INT4914,FT16199,Environmental monitoring,Low,Similar dates,None
INT4915,FT10897,Anonymous report,Low,Vehicle,No Registration
INT4916,FT05269,CCTV,High,Vehicle,No Registration
INT4917,FT16060,Anonymous report,Low,Same Location,Unknown offender
INT4918,FT00447,Police partner,Low,Similar dates,None
INT4919,FT11981,CCTV,High,Vehicle,No Registration
INT4920,FT04806,Council officer,Medium,Vehicle,None
INT4921,FT18825,CCTV,Low,Waste Pattern,Unknown offender
INT4922,FT16799,Waste contractor,Medium,Similar dates,None
INT4923,FT03488,Enforcement officer,Medium,Same Location,Unknown offender
INT4924,FT10016,Resident,Low,Waste Pattern,Unknown offender
INT4925,FT19407,Resident,High,Same Location,Unknown offender
INT4926,FT00737,Police partner,High,Waste Pattern,Unknown offender
INT4927,FT14169,Police partner,Medium,Vehicle,None
INT4928,FT18922,Resident,Low,Similar dates,None
INT4929,FT09133,Environmental monitoring,Medium,Waste Pattern,Unknown offender
INT4930,FT18206,Waste contractor,Low,Waste Pattern,Blank
INT4931,FT01923,Police partner,Medium,Same Location,Blank
INT4932,FT07124,Council officer,Medium,Vehicle,No Registration
INT4933,FT01398,Police partner,Medium,Waste Pattern,Blank
INT4934,FT12733,Police partner,High,Same Location,Unknown offender
INT4935,FT10656,Enforcement officer,Medium,Similar dates,None
INT4936,FT07926,CCTV,High,Same Location,Unknown offender
INT4937,FT07496,Police partner,High,Same Location,Blank
INT4938,FT06715,Council officer,High,Vehicle,None
INT4939,FT02456,Environmental monitoring,High,Waste Pattern,Unknown offender
INT4940,FT07180,Waste contractor,Low,Same Location,Unknown offender
INT4941,FT05731,Council officer,High,Vehicle,No Registration
INT4942,FT12413,Anonymous report,Low,Similar dates,None
INT4943,FT09237,Environmental monitoring,High,Vehicle,None
INT4944,FT11710,Environmental monitoring,High,Waste Pattern,Unknown offender
INT4945,FT03764,Council officer,High,Waste Pattern,Unknown offender
INT4946,FT00549,Anonymous report,High,Vehicle,None
INT4947,FT05472,CCTV,High,Waste Pattern,Unknown offender
INT4948,FT07859,Environmental monitoring,Medium,Similar dates,None
INT4949,FT02641,Anonymous report,High,Similar dates,None
INT4950,FT07861,Police partner,High,Vehicle,None
INT4951,FT18933,Police partner,Medium,Same Location,Blank
INT4952,FT15350,Anonymous report,Medium,Similar dates,None
INT4953,FT14187,Enforcement officer,High,Waste Pattern,Blank
INT4954,FT01407,Enforcement officer,Low,Similar dates,None
INT4955,FT05620,Police partner,Medium,Waste Pattern,Blank
INT4956,FT04590,Resident,Medium,Vehicle,None
INT4957,FT14564,Enforcement officer,Low,Similar dates,None
INT4958,FT01534,Waste contractor,Low,Waste Pattern,Unknown offender
INT4959,FT08941,Waste contractor,Medium,Same Location,Blank
INT4960,FT19753,Resident,Low,Vehicle,No Registration
INT4961,FT02872,Waste contractor,Low,Waste Pattern,Blank
INT4962,FT08968,Council officer,Medium,Vehicle,None
INT4963,FT16193,Resident,High,Vehicle,None
INT4964,FT08151,Police partner,Low,Vehicle,No Registration
INT4965,FT11523,Enforcement officer,Low,Same Location,Unknown offender
INT4966,FT19475,CCTV,Medium,Vehicle,None
INT4967,FT17719,Waste contractor,High,Waste Pattern,Unknown offender
INT4968,FT04637,Enforcement officer,Low,Waste Pattern,Unknown offender
INT4969,FT18953,Police partner,Medium,Same Location,Unknown offender
INT4970,FT08619,Resident,High,Same Location,Unknown offender
INT4971,FT06694,Anonymous report,Medium,Same Location,Unknown offender
INT4972,FT17846,Resident,Low,Same Location,Unknown offender
INT4973,FT18111,Council officer,High,Same Location,Unknown offender
INT4974,FT05962,CCTV,Low,Waste Pattern,Unknown offender
INT4975,FT17102,Police partner,Medium,Vehicle,No Registration
INT4976,FT15861,Police partner,High,Vehicle,No Registration
INT4977,FT08100,Enforcement officer,Low,Waste Pattern,Unknown offender
INT4978,FT19057,CCTV,High,Vehicle,None
INT4979,FT00135,CCTV,Low,Same Location,Unknown offender
INT4980,FT06111,Police partner,Low,Similar dates,None
INT4981,FT08490,Council officer,Low,Vehicle,None
INT4982,FT16573,CCTV,High,Same Location,Unknown offender
INT4983,FT16285,CCTV,Medium,Same Location,Blank
INT4984,FT04799,Environmental monitoring,High,Waste Pattern,Blank
INT4985,FT17206,Waste contractor,High,Vehicle,No Registration
INT4986,FT00791,Council officer,Low,Waste Pattern,Unknown offender
INT4987,FT01603,Resident,Medium,Waste Pattern,Blank
INT4988,FT18851,Environmental monitoring,High,Waste Pattern,Blank
INT4989,FT12827,CCTV,Medium,Vehicle,No Registration
INT4990,FT02664,Environmental monitoring,Low,Vehicle,None
INT4991,FT09179,Resident,High,Similar dates,None
INT4992,FT16987,Anonymous report,High,Waste Pattern,Blank
INT4993,FT05112,Council officer,Medium,Similar dates,None
INT4994,FT07365,Waste contractor,Low,Vehicle,None
INT4995,FT18533,Environmental monitoring,Low,Similar dates,None
INT4996,FT06917,Resident,Medium,Similar dates,None
INT4997,FT10635,Environmental monitoring,Medium,Waste Pattern,Blank
INT4998,FT10688,Resident,Medium,Similar dates,None
INT4999,FT16675,Enforcement officer,High,Similar dates,None
INT5000,FT19317,Waste contractor,Low,Similar dates,None
INT5001,FT10226,Enforcement officer,High,Similar dates,None
INT5002,FT06024,Police partner,High,Same Location,Blank
INT5003,FT13650,Council officer,Low,Same Location,Unknown offender
INT5004,FT02802,Waste contractor,Low,Similar dates,None
INT5005,FT02203,Resident,High,Waste Pattern,Unknown offender
INT5006,FT12355,CCTV,Medium,Vehicle,None
INT5007,FT11706,Anonymous report,Low,Vehicle,None
INT5008,FT16053,Enforcement officer,High,Waste Pattern,Blank
INT5009,FT07363,Anonymous report,Low,Waste Pattern,Blank
INT5010,FT12211,Waste contractor,High,Same Location,Blank
INT5011,FT07364,Enforcement officer,Low,Vehicle,No Registration
INT5012,FT13796,CCTV,Low,Waste Pattern,Blank
INT5013,FT08973,Police partner,High,Waste Pattern,Blank
INT5014,FT19746,Environmental monitoring,Medium,Waste Pattern,Blank
INT5015,FT05082,Council officer,Low,Same Location,Unknown offender
INT5016,FT01899,Resident,High,Vehicle,No Registration
INT5017,FT06534,Police partner,High,Same Location,Unknown offender
INT5018,FT14040,Waste contractor,Medium,Same Location,Blank
INT5019,FT18341,CCTV,Low,Same Location,Blank
INT5020,FT15421,Environmental monitoring,High,Same Location,Unknown offender
INT5021,FT03938,Environmental monitoring,Low,Waste Pattern,Unknown offender
INT5022,FT17449,Resident,Medium,Similar dates,None
INT5023,FT16563,Council officer,Low,Same Location,Unknown offender
INT5024,FT02597,Council officer,High,Waste Pattern,Unknown offender
INT5025,FT18414,Enforcement officer,Low,Vehicle,No Registration
INT5026,FT15912,Police partner,Low,Vehicle,No Registration
INT5027,FT15784,Council officer,Low,Waste Pattern,Unknown offender
INT5028,FT08749,Environmental monitoring,Medium,Same Location,Unknown offender
INT5029,FT18608,Police partner,Medium,Same Location,Unknown offender
INT5030,FT01566,Anonymous report,Low,Waste Pattern,Unknown offender
INT5031,FT19929,Police partner,High,Same Location,Blank
INT5032,FT07336,Council officer,Low,Same Location,Unknown offender
INT5033,FT11815,Council officer,Low,Similar dates,None
INT5034,FT00286,Waste contractor,Medium,Same Location,Blank
INT5035,FT06563,CCTV,Medium,Same Location,Unknown offender
INT5036,FT10660,Resident,Medium,Vehicle,None
INT5037,FT06816,Environmental monitoring,Medium,Vehicle,None
INT5038,FT09278,CCTV,High,Waste Pattern,Unknown offender
INT5039,FT12828,Resident,Low,Vehicle,None
INT5040,FT01074,Waste contractor,Medium,Similar dates,None
INT5041,FT07125,Anonymous report,Medium,Same Location,Blank
INT5042,FT01921,Waste contractor,Low,Similar dates,None
INT5043,FT13787,Environmental monitoring,High,Same Location,Unknown offender
INT5044,FT03349,Enforcement officer,Low,Similar dates,None
INT5045,FT10640,Police partner,Low,Vehicle,No Registration
INT5046,FT15605,Police partner,Low,Same Location,Unknown offender
INT5047,FT08850,Resident,Low,Vehicle,No Registration
INT5048,FT09307,Resident,High,Same Location,Blank
INT5049,FT15280,CCTV,Medium,Same Location,Blank
INT5050,FT19403,Waste contractor,High,Vehicle,No Registration
INT5051,FT08282,Resident,Low,Similar dates,None
INT5052,FT19618,Resident,Low,Vehicle,None
INT5053,FT00902,Waste contractor,High,Vehicle,No Registration
INT5054,FT10889,Environmental monitoring,Low,Vehicle,No Registration
INT5055,FT12434,Environmental monitoring,High,Vehicle,No Registration
INT5056,FT04844,Anonymous report,Low,Waste Pattern,Unknown offender
INT5057,FT16880,CCTV,High,Same Location,Blank
INT5058,FT05932,Enforcement officer,Low,Waste Pattern,Blank
INT5059,FT02833,CCTV,Medium,Similar dates,None
INT5060,FT00261,Council officer,Medium,Same Location,Blank
INT5061,FT13530,CCTV,Medium,Similar dates,None
INT5062,FT17959,Resident,High,Similar dates,None
INT5063,FT08540,Resident,Medium,Similar dates,None
INT5064,FT17306,Council officer,Medium,Waste Pattern,Blank
INT5065,FT05634,Environmental monitoring,Medium,Same Location,Unknown offender
INT5066,FT17447,Environmental monitoring,Medium,Waste Pattern,Unknown offender
INT5067,FT01947,Environmental monitoring,Medium,Same Location,Unknown offender
INT5068,FT14648,Anonymous report,High,Same Location,Blank
INT5069,FT15033,Anonymous report,High,Vehicle,None
INT5070,FT05858,Enforcement officer,Medium,Waste Pattern,Unknown offender
INT5071,FT11749,Waste contractor,Low,Vehicle,None
INT5072,FT09223,Police partner,Low,Similar dates,None
INT5073,FT11931,Resident,Medium,Similar dates,None
INT5074,FT13482,Enforcement officer,Medium,Waste Pattern,Unknown offender
INT5075,FT02226,Council officer,High,Waste Pattern,Unknown offender
INT5076,FT06243,CCTV,High,Similar dates,None
INT5077,FT12587,Environmental monitoring,High,Similar dates,None
INT5078,FT01612,Police partner,High,Similar dates,None
INT5079,FT14241,Resident,High,Similar dates,None
INT5080,FT14069,Anonymous report,High,Similar dates,None
INT5081,FT02947,Anonymous report,Low,Vehicle,None
INT5082,FT12950,Enforcement officer,Medium,Waste Pattern,Blank
INT5083,FT01543,Resident,Low,Vehicle,None
INT5084,FT16955,Environmental monitoring,Medium,Waste Pattern,Unknown offender
INT5085,FT04446,Resident,High,Same Location,Unknown offender
INT5086,FT13841,Anonymous report,Low,Similar dates,None
INT5087,FT06899,Environmental monitoring,Medium,Vehicle,None
INT5088,FT18739,Police partner,High,Same Location,Blank
INT5089,FT06724,Environmental monitoring,Medium,Similar dates,None
INT5090,FT15614,Waste contractor,Low,Vehicle,No Registration
INT5091,FT19356,Council officer,Low,Same Location,Blank
INT5092,FT08382,Enforcement officer,Low,Similar dates,None
INT5093,FT13026,Environmental monitoring,Low,Vehicle,None
INT5094,FT17066,Anonymous report,High,Similar dates,None
INT5095,FT13475,Council officer,Medium,Similar dates,None
INT5096,FT15832,Resident,Low,Similar dates,None
INT5097,FT01561,Enforcement officer,Medium,Vehicle,None
INT5098,FT16078,Anonymous report,Medium,Vehicle,None
INT5099,FT10346,Council officer,Medium,Waste Pattern,Unknown offender
INT5100,FT19740,Resident,Low,Vehicle,No Registration
INT5101,FT11249,Anonymous report,Medium,Vehicle,None
INT5102,FT16018,Police partner,Medium,Same Location,Unknown offender
INT5103,FT06691,Waste contractor,High,Waste Pattern,Blank
INT5104,FT15992,Environmental monitoring,High,Waste Pattern,Blank
INT5105,FT12099,Anonymous report,High,Same Location,Blank
INT5106,FT06098,Waste contractor,High,Waste Pattern,Unknown offender
INT5107,FT11970,Enforcement officer,High,Waste Pattern,Blank
INT5108,FT14887,Waste contractor,High,Similar dates,None
INT5109,FT13752,Resident,High,Similar dates,None
INT5110,FT19796,CCTV,Low,Same Location,Unknown offender
INT5111,FT01051,Anonymous report,Low,Waste Pattern,Unknown offender
INT5112,FT15495,Enforcement officer,High,Similar dates,None
INT5113,FT14749,Council officer,Low,Waste Pattern,Blank
INT5114,FT02713,Waste contractor,High,Similar dates,None
INT5115,FT08266,CCTV,High,Same Location,Unknown offender
INT5116,FT10932,Council officer,Medium,Similar dates,None
INT5117,FT17555,Enforcement officer,High,Same Location,Blank
INT5118,FT18978,Council officer,Medium,Waste Pattern,Blank
INT5119,FT02002,Resident,Medium,Similar dates,None
INT5120,FT10628,CCTV,Medium,Similar dates,None
INT5121,FT18448,CCTV,High,Similar dates,None
INT5122,FT16456,Council officer,Low,Same Location,Unknown offender
INT5123,FT06282,Enforcement officer,Low,Waste Pattern,Blank
INT5124,FT00492,Anonymous report,Medium,Same Location,Unknown offender
INT5125,FT13395,Environmental monitoring,High,Similar dates,None
INT5126,FT12049,Council officer,Medium,Similar dates,None
INT5127,FT18937,Enforcement officer,Medium,Vehicle,No Registration
INT5128,FT10861,Environmental monitoring,High,Similar dates,None
INT5129,FT03322,Council officer,Medium,Vehicle,No Registration
INT5130,FT05809,CCTV,Medium,Vehicle,None
INT5131,FT09739,Anonymous report,Medium,Vehicle,No Registration
INT5132,FT14190,Enforcement officer,Low,Waste Pattern,Blank
INT5133,FT12137,Waste contractor,High,Vehicle,None
INT5134,FT08037,Police partner,Medium,Waste Pattern,Blank
INT5135,FT02677,Council officer,Low,Waste Pattern,Blank
INT5136,FT16061,Waste contractor,Medium,Same Location,Blank
INT5137,FT01412,Waste contractor,High,Same Location,Unknown offender
INT5138,FT06362,Resident,High,Waste Pattern,Blank
INT5139,FT05245,Waste contractor,Medium,Waste Pattern,Unknown offender
INT5140,FT00166,Enforcement officer,Low,Similar dates,None
INT5141,FT03398,Council officer,Medium,Similar dates,None
INT5142,FT11552,Anonymous report,High,Same Location,Unknown offender
INT5143,FT19255,Waste contractor,Low,Same Location,Blank
INT5144,FT05556,Police partner,Low,Waste Pattern,Unknown offender
INT5145,FT16997,Anonymous report,Medium,Similar dates,None
INT5146,FT05738,Enforcement officer,Low,Waste Pattern,Unknown offender
INT5147,FT05356,Waste contractor,Low,Same Location,Blank
INT5148,FT13459,Police partner,Low,Waste Pattern,Blank
INT5149,FT07230,CCTV,Medium,Vehicle,No Registration
INT5150,FT15318,Environmental monitoring,Medium,Same Location,Unknown offender
INT5151,FT15768,Anonymous report,Low,Similar dates,None
INT5152,FT14533,Resident,Low,Vehicle,No Registration
INT5153,FT15740,Resident,Low,Vehicle,None
INT5154,FT10066,Enforcement officer,Medium,Waste Pattern,Unknown offender
INT5155,FT04238,Anonymous report,Low,Same Location,Blank
INT5156,FT10923,Environmental monitoring,Low,Vehicle,None
INT5157,FT16905,Environmental monitoring,High,Same Location,Blank
INT5158,FT14215,Environmental monitoring,Medium,Same Location,Blank
INT5159,FT00909,Waste contractor,Medium,Same Location,Blank
INT5160,FT09071,Police partner,Low,Waste Pattern,Blank
INT5161,FT13549,Council officer,Medium,Similar dates,None
INT5162,FT06871,Waste contractor,Low,Vehicle,No Registration
INT5163,FT03732,Enforcement officer,Medium,Waste Pattern,Unknown offender
INT5164,FT03861,Enforcement officer,Low,Waste Pattern,Blank
INT5165,FT19938,CCTV,High,Similar dates,None
INT5166,FT19270,Waste contractor,Medium,Same Location,Unknown offender
INT5167,FT07282,Enforcement officer,Low,Waste Pattern,Unknown offender
INT5168,FT10850,CCTV,Medium,Waste Pattern,Unknown offender
INT5169,FT15545,Council officer,Medium,Same Location,Unknown offender
INT5170,FT15379,Police partner,High,Waste Pattern,Unknown offender
